Time,Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/all),Label (common/hard and soft),LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
10:46:25,0,1,0,0,1,0,1,1,1.0,1.0,328.48900000000003,62.8085,52.6375,57.8915,57.919,52.7975,50.063,40.397,39.984,39.318,0.5255000000000001,0.1455,0.9975,2.161,547.838,5.171
10:46:26,0,1,0,0,1,0,1,1,1.0,1.0,328.443,62.798,52.648,57.902,57.93,52.808,50.063,40.397,39.984,39.318,0.522,0.145,0.975,2.155,547.892,4.878
10:46:27,0,1,0,0,1,0,1,1,1.0,1.0,328.466,62.861,52.669,57.923,57.93,52.787,50.105,40.397,40.005,39.318,0.53,0.145,0.984,2.154,547.748,5.848
10:46:28,0,1,0,0,1,0,1,1,1.0,1.0,328.443,62.819,52.669,57.902,57.951,52.808,50.105,40.418,40.005,39.318,0.527,0.145,0.947,2.19,547.434,4.554
10:46:29,0,1,0,0,1,0,1,1,1.0,1.0,328.535,62.861,52.648,57.944,57.951,52.829,50.126,40.418,40.005,39.297,0.534,0.146,0.949,2.17,546.51,5.854
10:46:30,0,1,0,0,1,0,1,1,1.0,1.0,328.512,62.819,52.669,57.902,57.908,52.808,50.105,40.418,39.963,39.297,0.525,0.145,0.914,2.165,547.353,4.554
10:46:31,0,1,0,0,1,0,1,1,1.0,1.0,328.466,62.798,52.669,57.881,57.93,52.829,50.084,40.376,39.963,39.297,0.529,0.144,0.861,2.223,547.129,5.854
10:46:32,0,1,0,0,1,0,1,1,1.0,1.0,328.535,62.84,52.669,57.923,57.93,52.808,50.105,40.376,39.984,39.297,0.523,0.145,0.87,2.24,547.291,5.464
10:46:33,0,1,0,0,1,0,1,1,1.0,1.0,328.535,62.819,52.627,57.902,57.908,52.808,50.126,40.376,39.984,39.276,0.529,0.145,0.85,2.221,547.03,4.878
10:46:34,0,1,0,0,1,0,1,1,1.0,1.0,328.466,62.798,52.648,57.923,57.951,52.829,50.105,40.376,39.963,39.297,0.521,0.144,0.891,2.166,547.937,4.878
10:46:35,0,1,0,0,1,0,1,1,1.0,1.0,328.535,62.861,52.691,57.923,57.951,52.787,50.105,40.376,39.921,39.297,0.525,0.146,0.936,2.225,547.946,5.455
10:46:36,0,1,0,0,1,0,1,1,1.0,1.0,328.535,62.861,52.648,57.944,57.93,52.787,50.126,40.397,39.921,39.276,0.537,0.147,0.918,2.235,548.233,4.878
10:46:37,0,1,0,0,1,0,1,1,1.0,1.0,328.5235,62.8295,52.648,57.923,57.93,52.808,50.1365,40.3765,39.921,39.276,0.536,0.1485,0.9245,2.256,547.968,4.883
10:46:38,0,1,0,0,1,0,1,1,1.0,1.0,328.512,62.798,52.648,57.902,57.93,52.829,50.147,40.356,39.921,39.276,0.535,0.15,0.931,2.277,547.703,4.888
10:46:39,0,1,0,0,1,0,1,1,1.0,1.0,328.512,62.8295,52.648,57.923,57.9405,52.829,50.1365,40.366,39.921,39.276,0.5325,0.149,0.9245,2.2670000000000003,548.4884999999999,4.8805
10:46:40,0,1,0,0,1,0,1,1,1.0,1.0,328.512,62.861,52.648,57.944,57.951,52.829,50.126,40.376,39.921,39.276,0.53,0.148,0.918,2.257,549.274,4.873
10:46:41,0,1,0,0,1,0,1,1,1.0,1.0,328.466,62.798,52.648,57.923,57.951,52.85,50.147,40.397,39.942,39.255,0.541,0.15,0.922,2.232,548.341,5.464
10:46:42,0,1,0,0,1,0,1,1,1.0,1.0,328.512,62.798,52.648,57.902,57.93,52.787,50.147,40.376,39.921,39.276,0.536,0.151,0.911,2.132,548.87,4.878
10:46:43,0,1,0,0,1,0,1,1,1.0,1.0,328.557,62.861,52.712,57.923,57.93,52.787,50.168,40.376,39.9,39.276,0.537,0.152,0.946,2.19,548.493,5.464
10:46:44,0,1,0,0,1,0,1,1,1.0,1.0,328.557,62.84,52.648,57.902,57.93,52.787,50.168,40.397,39.921,39.255,0.541,0.152,0.906,2.182,549.112,4.878
10:46:45,0,1,0,0,1,0,1,1,1.0,1.0,328.512,62.84,52.648,57.923,57.951,52.808,50.147,40.376,39.942,39.255,0.535,0.153,0.933,2.143,549.408,5.464
10:46:46,0,1,0,0,1,0,1,1,1.0,1.0,328.557,62.84,52.691,57.965,57.951,52.829,50.168,40.376,39.921,39.234,0.542,0.151,1.004,2.222,549.337,5.854
10:46:47,0,1,0,0,1,0,1,1,1.0,1.0,328.557,62.84,52.691,57.965,57.951,52.829,50.168,40.376,39.921,39.234,0.542,0.151,1.004,2.222,550.279,5.854
10:46:48,0,1,0,0,1,0,1,1,1.0,1.0,328.603,62.861,52.669,57.923,57.93,52.808,50.168,40.376,39.942,39.255,0.539,0.153,0.988,2.242,550.279,4.554
10:46:49,0,1,0,0,1,0,1,1,1.0,1.0,328.512,62.819,52.669,57.881,57.951,52.85,50.168,40.376,39.9,39.297,0.547,0.154,0.955,2.236,548.332,5.854
10:46:50,0,1,0,0,1,0,1,1,1.0,1.0,328.512,62.84,52.669,57.965,57.972,52.85,50.168,40.397,39.921,39.255,0.546,0.157,0.931,2.188,548.161,5.464
10:46:51,0,1,0,0,1,0,1,1,1.0,1.0,328.557,62.798,52.669,57.902,57.93,52.829,50.168,40.397,39.921,39.276,0.541,0.157,0.951,2.135,548.044,4.878
10:46:52,0,1,0,0,1,0,1,1,1.0,1.0,328.557,62.84,52.691,57.923,57.951,52.85,50.189,40.376,39.921,39.255,0.541,0.156,0.883,2.149,548.332,5.464
10:46:53,0,1,0,0,1,0,1,1,1.0,1.0,328.58,62.861,52.712,57.944,57.951,52.85,50.189,40.397,39.921,39.255,0.542,0.156,0.893,2.168,548.61,4.873
10:46:54,0,1,0,0,1,0,1,1,1.0,1.0,328.58,62.819,52.691,57.902,57.93,52.808,50.189,40.397,39.921,39.255,0.538,0.157,0.9,2.14,548.565,5.333
10:46:55,0,1,0,0,1,0,1,1,1.0,1.0,328.557,62.819,52.691,57.902,57.972,52.85,50.189,40.376,39.9,39.234,0.542,0.155,0.945,2.157,548.457,5.474
10:46:56,0,1,0,0,1,0,1,1,1.0,1.0,328.58,62.84,52.733,57.986,57.951,52.85,50.21,40.397,39.921,39.255,0.542,0.158,0.927,2.09,547.928,4.878
10:46:57,0,1,0,0,1,0,1,1,1.0,1.0,328.535,62.84,52.712,57.902,57.93,52.808,50.21,40.418,39.921,39.213,0.543,0.157,0.879,2.053,548.251,5.464
10:46:58,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.819,52.712,57.965,57.993,52.85,50.21,40.418,39.9,39.234,0.541,0.159,0.874,2.101,547.515,4.873
10:46:59,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.883,52.733,57.944,57.93,52.787,50.231,40.397,39.921,39.234,0.543,0.158,0.916,2.06,548.018,5.464
10:47:00,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.883,52.733,57.944,57.972,52.808,50.21,40.397,39.9,39.234,0.536,0.155,0.863,2.007,547.775,4.878
10:47:01,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.861,52.733,57.944,57.972,52.787,50.21,40.397,39.921,39.213,0.534,0.152,0.908,2.031,548.574,5.464
10:47:02,0,1,0,0,1,0,1,1,1.0,1.0,328.58,62.84,52.733,57.902,57.93,52.808,50.231,40.397,39.9,39.213,0.532,0.151,0.951,1.952,548.987,4.878
10:47:03,0,1,0,0,1,0,1,1,1.0,1.0,328.557,62.798,52.733,57.944,57.993,52.85,50.231,40.397,39.9,39.213,0.527,0.15,0.925,1.975,549.866,5.464
10:47:04,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.883,52.733,57.923,57.993,52.829,50.231,40.397,39.921,39.234,0.534,0.149,0.893,2.133,549.821,4.878
10:47:05,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.883,52.754,57.923,57.951,52.787,50.252,40.397,39.9,39.234,0.529,0.149,0.925,2.163,549.965,5.469
10:47:06,0,1,0,0,1,0,1,1,1.0,1.0,328.603,62.798,52.733,57.902,57.972,52.829,50.274,40.397,39.9,39.255,0.531,0.148,1.029,2.26,550.117,4.873
10:47:07,0,1,0,0,1,0,1,1,1.0,1.0,328.557,62.819,52.776,57.923,57.993,52.85,50.274,40.418,39.921,39.213,0.525,0.148,1.027,2.205,550.485,5.464
10:47:08,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.904,52.733,57.986,57.993,52.85,50.274,40.397,39.9,39.255,0.533,0.151,0.994,2.245,549.058,4.878
10:47:09,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.883,52.712,57.965,57.993,52.85,50.274,40.418,39.942,39.255,0.545,0.153,0.965,2.059,548.771,5.464
10:47:10,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.84,52.733,57.923,57.972,52.829,50.295,40.439,39.921,39.234,0.539,0.154,0.95,2.048,548.538,4.873
10:47:11,0,1,0,0,1,0,1,1,1.0,1.0,328.603,62.861,52.754,57.965,57.993,52.85,50.295,40.418,39.9,39.234,0.544,0.154,0.907,1.99,547.973,5.859
10:47:12,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.883,52.754,57.986,58.014,52.829,50.295,40.418,39.9,39.234,0.538,0.154,0.975,1.999,547.569,5.469
10:47:13,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.883,52.754,57.923,57.993,52.829,50.274,40.439,39.921,39.213,0.542,0.151,0.956,1.916,548.897,4.878
10:47:14,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.84,52.754,57.944,57.972,52.85,50.295,40.418,39.921,39.234,0.531,0.15,1.007,1.931,549.256,5.464
10:47:15,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.904,52.754,57.965,57.993,52.829,50.316,40.418,39.9,39.234,0.536,0.149,0.984,1.957,548.565,4.873
10:47:16,0,1,0,0,1,0,1,1,1.0,1.0,328.648,62.883,52.776,57.944,58.014,52.85,50.316,40.439,39.921,39.276,0.535,0.149,0.931,1.904,548.493,5.464
10:47:17,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.861,52.776,57.986,58.035,52.85,50.316,40.418,39.9,39.255,0.525,0.147,0.995,1.857,549.346,4.883
10:47:18,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.904,52.776,57.965,58.014,52.829,50.295,40.418,39.9,39.255,0.527,0.146,1.057,1.871,549.364,5.464
10:47:19,0,1,0,0,1,0,1,1,1.0,1.0,328.603,62.819,52.754,57.923,57.993,52.829,50.316,40.418,39.9,39.255,0.524,0.145,0.965,1.906,549.014,4.873
10:47:20,0,1,0,0,1,0,1,1,1.0,1.0,328.603,62.84,52.776,57.944,58.035,52.85,50.316,40.439,39.9,39.255,0.527,0.143,0.913,1.879,548.314,4.873
10:47:21,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.904,52.776,57.986,58.014,52.829,50.337,40.439,39.921,39.234,0.52,0.142,0.858,1.883,548.673,5.464
10:47:22,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.904,52.776,57.944,58.014,52.829,50.358,40.439,39.921,39.255,0.528,0.139,0.996,1.859,548.735,4.878
10:47:23,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.904,52.776,57.944,58.035,52.85,50.337,40.46,39.9,39.255,0.523,0.139,0.952,1.837,548.87,5.464
10:47:24,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.904,52.797,57.986,58.035,52.808,50.358,40.439,39.921,39.255,0.521,0.136,0.937,1.935,549.588,4.878
10:47:25,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.883,52.797,57.944,57.993,52.808,50.358,40.418,39.9,39.234,0.517,0.136,0.96,2.004,550.279,5.464
10:47:26,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.861,52.797,57.965,58.035,52.893,50.358,40.418,39.9,39.255,0.517,0.135,0.994,2.115,550.53,4.883
10:47:27,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.84,52.797,57.965,58.057,52.85,50.379,40.439,39.921,39.234,0.518,0.137,1.018,2.131,550.413,5.46
10:47:28,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.904,52.797,57.986,58.035,52.829,50.379,40.439,39.921,39.255,0.515,0.138,0.99,2.132,550.126,4.873
10:47:29,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.904,52.797,57.965,58.014,52.829,50.4,40.46,39.921,39.234,0.515,0.138,1.021,2.08,549.229,4.883
10:47:30,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.84,52.818,57.923,58.014,52.85,50.4,40.481,39.921,39.276,0.527,0.14,0.967,1.996,548.412,5.469
10:47:31,0,1,0,0,1,0,1,1,1.0,1.0,328.717,62.883,52.818,57.923,58.014,52.829,50.4,40.481,39.921,39.255,0.526,0.142,0.967,1.996,548.412,5.469
10:47:32,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.84,52.818,57.944,58.035,52.85,50.4,40.481,39.9,39.255,0.511,0.144,0.936,1.866,548.044,5.854
10:47:33,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.883,52.818,58.007,58.035,52.85,50.4,40.481,39.921,39.255,0.517,0.143,0.966,1.881,548.188,4.554
10:47:34,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.925,52.84,57.965,58.014,52.85,50.421,40.501,39.921,39.255,0.521,0.142,0.902,1.904,548.466,5.952
10:47:35,0,1,0,0,1,0,1,1,1.0,1.0,328.603,62.883,52.818,57.965,58.035,52.872,50.442,40.46,39.9,39.255,0.516,0.142,0.902,1.904,548.466,4.562
10:47:36,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.925,52.84,58.007,58.035,52.829,50.421,40.481,39.9,39.255,0.522,0.141,0.907,1.859,547.515,4.883
10:47:37,0,1,0,0,1,0,1,1,1.0,1.0,328.717,62.883,52.818,57.923,58.014,52.85,50.442,40.481,39.9,39.255,0.513,0.14,0.894,1.844,548.305,5.464
10:47:38,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.883,52.84,57.965,58.035,52.829,50.442,40.481,39.9,39.255,0.507,0.138,0.983,1.833,549.364,4.873
10:47:39,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.904,52.818,58.007,58.035,52.872,50.463,40.481,39.9,39.255,0.511,0.137,0.975,1.856,549.005,5.464
10:47:40,0,1,0,0,1,0,1,1,1.0,1.0,328.717,62.925,52.84,57.965,58.035,52.85,50.484,40.481,39.921,39.255,0.505,0.136,1.021,1.866,549.031,5.854
10:47:41,0,1,0,0,1,0,1,1,1.0,1.0,328.74,62.946,52.84,57.944,58.014,52.829,50.484,40.46,39.9,39.255,0.518,0.136,0.917,1.87,548.394,4.554
10:47:42,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.904,52.818,57.965,58.035,52.85,50.505,40.481,39.9,39.276,0.514,0.135,0.903,1.896,548.969,5.859
10:47:43,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.904,52.818,57.944,58.014,52.85,50.484,40.481,39.921,39.255,0.522,0.134,0.913,1.853,548.933,4.554
10:47:44,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.904,52.84,57.986,58.078,52.914,50.484,40.481,39.9,39.255,0.512,0.133,0.959,1.923,549.696,5.848
10:47:45,0,1,0,0,1,0,1,1,1.0,1.0,328.74,62.967,52.84,57.986,58.057,52.85,50.505,40.481,39.921,39.255,0.514,0.132,0.954,2.004,549.489,5.464
10:47:46,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.883,52.818,57.944,58.035,52.893,50.505,40.501,39.921,39.255,0.515,0.132,1.015,1.908,549.22,4.873
10:47:47,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.861,52.84,57.944,58.035,52.872,50.505,40.501,39.921,39.276,0.514,0.133,0.912,1.898,548.547,4.883
10:47:48,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.967,52.84,57.944,58.035,52.85,50.505,40.481,39.9,39.255,0.52,0.134,0.895,1.9,548.565,5.469
10:47:49,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.925,52.84,57.965,58.057,52.872,50.548,40.481,39.921,39.255,0.513,0.135,0.964,1.865,548.664,4.878
10:47:50,0,1,0,0,1,0,1,1,1.0,1.0,328.648,62.904,52.84,57.965,58.057,52.872,50.527,40.481,39.879,39.255,0.52,0.135,0.859,1.89,548.224,5.464
10:47:51,0,1,0,0,1,0,1,1,1.0,1.0,328.717,62.946,52.861,58.007,58.057,52.872,50.527,40.481,39.9,39.276,0.515,0.134,0.845,1.911,548.771,4.878
10:47:52,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.946,52.861,57.986,58.057,52.872,50.548,40.481,39.9,39.255,0.52,0.128,0.907,1.911,548.52,5.464
10:47:53,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.925,52.84,57.944,58.057,52.85,50.548,40.46,39.879,39.276,0.525,0.125,0.875,1.93,548.942,4.878
10:47:54,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.946,52.84,57.965,58.035,52.85,50.548,40.439,39.9,39.255,0.508,0.123,0.887,1.856,549.005,5.46
10:47:55,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.925,52.84,58.007,58.078,52.914,50.548,40.439,39.879,39.255,0.513,0.121,0.916,1.998,549.57,4.888
10:47:56,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.904,52.84,58.007,58.078,52.935,50.548,40.439,39.858,39.255,0.507,0.123,0.955,2.014,549.157,4.888
10:47:57,0,1,0,0,1,0,1,1,1.0,1.0,328.717,62.989,52.861,58.007,58.035,52.85,50.548,40.439,39.879,39.255,0.517,0.122,0.979,2.023,550.503,5.46
10:47:58,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.925,52.861,57.965,58.035,52.872,50.59,40.46,39.858,39.255,0.507,0.123,1.015,2.173,550.943,4.878
10:47:59,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.946,52.882,58.007,58.057,52.893,50.611,40.439,39.858,39.255,0.517,0.126,0.997,2.238,550.737,5.464
10:48:00,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.904,52.861,57.944,58.057,52.85,50.59,40.46,39.9,39.255,0.522,0.129,1.039,2.251,550.279,4.785
10:48:01,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.946,52.861,57.986,58.057,52.935,50.611,40.481,39.879,39.255,0.528,0.131,1.106,2.188,549.453,5.464
10:48:02,0,1,0,0,1,0,1,1,1.0,1.0,328.717,62.989,52.882,58.007,58.078,52.893,50.632,40.481,39.9,39.276,0.557,0.141,0.992,1.987,548.664,4.878
10:48:03,0,1,0,0,1,0,1,1,1.0,1.0,328.671,62.946,52.882,57.965,58.057,52.893,50.59,40.481,39.879,39.255,0.535,0.142,0.991,1.856,548.349,5.333
10:48:04,0,1,0,0,1,0,1,1,1.0,1.0,328.694,63.01,52.882,58.007,58.078,52.893,50.611,40.46,39.858,39.255,0.542,0.145,0.908,1.764,548.502,5.464
10:48:05,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.967,52.882,57.965,58.057,52.85,50.632,40.46,39.9,39.255,0.534,0.149,0.94,1.821,547.721,4.878
10:48:06,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.946,52.882,57.986,58.078,52.935,50.632,40.481,39.879,39.255,0.537,0.148,0.915,1.775,547.614,5.464
10:48:07,0,1,0,0,1,0,1,1,1.0,1.0,328.626,63.01,52.882,58.007,58.078,52.914,50.632,40.501,39.879,39.255,0.515,0.144,0.912,1.731,548.538,4.878
10:48:08,0,1,0,0,1,0,1,1,1.0,1.0,328.694,62.946,52.861,57.965,58.099,52.914,50.632,40.46,39.9,39.255,0.514,0.144,0.929,1.704,549.166,5.464
10:48:09,0,1,0,0,1,0,1,1,1.0,1.0,328.603,62.946,52.861,57.965,58.099,52.914,50.632,40.46,39.879,39.255,0.515,0.143,0.989,1.778,549.085,4.878
10:48:10,0,1,0,0,1,0,1,1,1.0,1.0,328.649,63.01,52.903,58.028,58.12,52.893,50.632,40.481,39.9,39.276,0.51,0.143,1.004,1.693,549.292,5.464
10:48:11,0,1,0,0,1,0,1,1,1.0,1.0,328.717,63.01,52.903,58.007,58.099,52.893,50.632,40.481,39.9,39.255,0.521,0.141,1.014,1.76,549.444,5.854
10:48:12,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.946,52.903,57.986,58.057,52.893,50.653,40.481,39.9,39.255,0.512,0.141,1.059,1.77,549.417,4.554
10:48:13,0,1,0,0,1,0,1,1,1.0,1.0,328.626,62.989,52.925,58.007,58.12,52.935,50.653,40.481,39.9,39.276,0.514,0.139,1.078,1.799,549.561,5.854
10:48:14,0,1,0,0,1,0,1,1,1.0,1.0,328.694,63.031,52.925,58.028,58.099,52.872,50.674,40.501,39.921,39.276,0.514,0.139,1.028,1.936,549.812,5.854
10:48:15,0,1,0,0,1,0,1,1,1.0,1.0,328.694,63.052,52.903,57.986,58.078,52.893,50.674,40.501,39.9,39.255,0.506,0.139,0.978,1.922,549.085,4.888
10:48:16,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.989,52.925,57.965,58.099,52.935,50.716,40.481,39.9,39.276,0.507,0.139,0.855,1.884,548.493,4.888
10:48:17,0,1,0,0,1,0,1,1,1.0,1.0,328.649,62.967,52.925,58.007,58.099,52.914,50.695,40.501,39.921,39.276,0.516,0.141,0.855,1.884,548.493,5.469
10:48:18,0,1,0,0,1,0,1,1,1.0,1.0,328.626,63.01,52.925,57.986,58.12,52.935,50.716,40.481,39.921,39.276,0.503,0.141,0.969,1.803,549.328,4.873
