Time,Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/all),Label (common/hard and soft),LS701,LS702,T701,T702,T703,T704,T706,T708,T709,T711,T712,T705,FT703,FT704,PDI701,PDI702,PY23,FYI702
10:25:45,0,0,0,0,0,0,0,0,1.0,1.0,365.667,50.656,40.163,46.135,45.735,40.599,34.546,29.603,28.583,28.515,0.183,0.751,0.378,1.502,349.659,5.464
10:25:46,0,0,0,0,0,0,0,0,1.0,1.0,365.69,50.656,40.184,46.155,45.693,40.599,34.609,29.603,28.604,28.473,0.169,0.75,0.383,1.525,349.713,4.808
10:25:47,0,0,0,0,0,0,0,0,1.0,1.0,365.644,50.634,40.184,46.197,45.735,40.599,34.693,29.624,28.583,28.494,0.159,0.75,0.36,1.61,349.884,6.233
10:25:48,0,0,0,0,0,0,0,0,1.0,1.0,365.69,50.656,40.205,46.155,45.735,40.599,34.756,29.603,28.604,28.473,0.051,0.749,0.313,1.557,349.938,5.469
10:25:49,0,0,0,0,0,0,0,0,1.0,1.0,365.759,50.677,40.163,46.135,45.693,40.557,34.84,29.603,28.583,28.515,0.163,0.748,0.337,1.599,350.027,4.873
10:25:50,0,0,0,0,0,0,0,0,1.0,1.0,365.667,50.634,40.205,46.155,45.714,40.599,34.86,29.582,28.583,28.494,0.335,0.748,0.332,1.59,349.929,5.469
10:25:51,0,0,0,0,0,0,0,0,1.0,1.0,365.759,50.698,40.184,46.176,45.735,40.599,34.944,29.603,28.604,28.494,0.26,0.749,0.278,1.631,349.579,5.854
10:25:52,0,0,0,0,0,0,0,0,1.0,1.0,365.805,50.698,40.205,46.135,45.714,40.578,34.986,29.603,28.604,28.473,0.227,0.748,0.325,1.606,349.363,5.464
10:25:53,0,0,0,0,0,0,0,0,1.0,1.0,365.713,50.613,40.163,46.155,45.714,40.599,35.049,29.582,28.583,28.515,0.213,0.747,0.327,1.631,349.085,5.848
10:25:54,0,0,0,0,0,0,0,0,1.0,1.0,365.667,50.613,40.184,46.155,45.714,40.599,35.07,29.582,28.583,28.494,0.197,0.748,0.334,1.619,349.22,5.464
10:25:55,0,0,0,0,0,0,0,0,1.0,1.0,365.759,50.698,40.205,46.176,45.714,40.578,35.175,29.603,28.604,28.494,0.183,0.748,0.336,1.618,349.318,4.878
10:25:56,0,0,0,0,0,0,0,0,1.0,1.0,365.782,50.656,40.205,46.135,45.714,40.557,35.196,29.582,28.583,28.473,0.177,0.749,0.327,1.621,349.336,5.464
10:25:57,0,0,0,0,0,0,0,0,1.0,1.0,365.736,50.634,40.184,46.135,45.714,40.599,35.259,29.582,28.583,28.494,0.136,0.749,0.437,1.584,349.435,5.859
10:25:58,0,0,0,0,0,0,0,0,1.0,1.0,365.782,50.634,40.205,46.135,45.714,40.62,35.301,29.603,28.604,28.473,0.004,0.75,0.464,1.564,349.633,5.46
10:25:59,0,0,0,0,0,0,0,0,1.0,1.0,365.759,50.634,40.184,46.176,45.735,40.578,35.385,29.562,28.583,28.494,0.276,0.75,0.374,1.581,349.615,4.878
10:26:00,0,0,0,0,0,0,0,0,1.0,1.0,365.805,50.656,40.226,46.135,45.714,40.578,35.385,29.582,28.583,28.452,0.284,0.75,0.316,1.668,349.911,5.464
10:26:01,0,0,0,0,0,0,0,0,1.0,1.0,365.806,50.677,40.184,46.135,45.714,40.578,35.448,29.562,28.583,28.494,0.226,0.808,0.278,1.71,349.866,5.854
10:26:02,0,0,0,0,0,0,0,0,1.0,1.0,365.782,50.656,40.205,46.155,45.735,40.599,35.49,29.582,28.583,28.473,0.214,0.1,0.269,1.619,350.413,5.333
10:26:03,0,0,0,0,0,0,0,0,1.0,1.0,365.852,50.677,40.205,46.155,45.693,40.578,35.532,29.582,28.583,28.452,0.207,0.09,0.306,1.655,350.467,5.469
10:26:04,0,0,0,0,0,0,0,0,1.0,1.0,365.805,50.613,40.205,46.135,45.693,40.599,35.574,29.562,28.583,28.452,0.196,0.562,0.303,1.635,350.234,5.854
10:26:05,0,0,0,0,0,0,0,0,1.0,1.0,365.782,50.634,40.184,46.135,45.714,40.62,35.616,29.562,28.583,28.494,0.185,0.644,0.327,1.7,349.965,5.854
10:26:06,0,0,0,0,0,0,0,0,1.0,1.0,365.852,50.719,40.226,46.197,45.714,40.599,35.658,29.603,28.583,28.473,0.18,0.659,0.385,1.687,349.588,5.464
10:26:07,0,0,0,0,0,0,0,0,1.0,1.0,365.805,50.634,40.184,46.155,45.714,40.62,35.679,29.562,28.604,28.473,0.179,0.665,0.427,1.66,349.543,4.878
10:26:08,0,0,0,0,0,0,0,0,1.0,1.0,365.875,50.677,40.226,46.176,45.735,40.62,35.742,29.562,28.562,28.494,0.116,0.671,0.483,1.664,349.552,5.464
10:26:09,0,0,0,0,0,0,0,0,1.0,1.0,365.921,50.677,40.205,46.114,45.693,40.599,35.784,29.562,28.583,28.494,0.016,0.676,0.47,1.645,350.036,5.854
10:26:10,0,0,0,0,0,0,0,0,1.0,1.0,365.852,50.656,40.226,46.176,45.714,40.62,35.805,29.562,28.562,28.473,0.304,0.682,0.419,1.611,350.0,5.464
10:26:11,0,0,0,0,0,0,0,0,1.0,1.0,365.852,50.677,40.226,46.176,45.735,40.62,35.868,29.562,28.604,28.473,0.248,0.688,0.411,1.568,349.417,5.842
10:26:12,0,0,0,0,0,0,0,0,1.0,1.0,365.921,50.698,40.226,46.135,45.714,40.578,35.91,29.562,28.562,28.494,0.234,0.693,0.518,1.663,349.57,4.558
10:26:13,0,0,0,0,0,0,0,0,1.0,1.0,365.875,50.634,40.205,46.135,45.693,40.62,35.931,29.562,28.583,28.494,0.212,0.695,0.538,1.685,348.906,5.854
10:26:14,0,0,0,0,0,0,0,0,1.0,1.0,365.944,50.698,40.205,46.114,45.693,40.578,35.993,29.562,28.583,28.473,0.205,0.698,0.463,1.62,348.834,5.464
10:26:15,0,0,0,0,0,0,0,0,1.0,1.0,365.875,50.634,40.226,46.135,45.693,40.62,36.035,29.541,28.583,28.473,0.183,0.699,0.364,1.594,348.744,5.469
10:26:16,0,0,0,0,0,0,0,0,1.0,1.0,365.944,50.656,40.226,46.155,45.756,40.62,36.056,29.541,28.583,28.473,0.282,0.702,0.399,1.652,348.681,5.329
10:26:17,0,0,0,0,0,0,0,0,1.0,1.0,365.99,50.698,40.226,46.135,45.714,40.599,36.077,29.52,28.562,28.473,0.269,0.703,0.324,1.688,348.627,5.469
10:26:18,0,0,0,0,0,0,0,0,1.0,1.0,365.944,50.634,40.226,46.114,45.714,40.62,36.119,29.52,28.583,28.452,0.233,0.705,0.351,1.757,348.789,5.854
10:26:19,0,0,0,0,0,0,0,0,1.0,1.0,365.944,50.634,40.205,46.135,45.735,40.62,36.14,29.52,28.562,28.452,0.219,0.706,0.41,1.706,349.121,5.464
10:26:20,0,0,0,0,0,0,0,0,1.0,1.0,365.967,50.698,40.248,46.155,45.714,40.62,36.203,29.499,28.562,28.452,0.216,0.707,0.369,1.674,349.309,5.854
10:26:21,0,0,0,0,0,0,0,0,1.0,1.0,365.99,50.698,40.226,46.135,45.693,40.578,36.224,29.499,28.541,28.452,0.173,0.709,0.327,1.72,349.309,5.464
10:26:22,0,0,0,0,0,0,0,0,1.0,1.0,365.99,50.666,40.2155,46.1245,45.714,40.599,36.2345,29.5095,28.5515,28.452,0.2395,0.71,0.324,1.7295,349.318,5.659000000000001
10:26:23,0,0,0,0,0,0,0,0,1.0,1.0,365.99,50.634,40.205,46.114,45.735,40.62,36.245,29.52,28.562,28.452,0.306,0.711,0.321,1.739,349.327,5.854
10:26:24,0,0,0,0,0,0,0,0,1.0,1.0,365.99,50.677,40.226,46.155,45.735,40.599,36.287,29.478,28.541,28.431,0.273,0.714,0.397,1.795,349.363,4.554
10:26:25,0,0,0,0,0,0,0,0,1.0,1.0,366.082,50.698,40.248,46.114,45.693,40.62,36.329,29.499,28.541,28.452,0.259,0.716,0.349,1.741,349.579,5.854
10:26:26,0,0,0,0,0,0,0,0,1.0,1.0,366.013,50.656,40.226,46.093,45.714,40.599,36.35,29.499,28.52,28.431,0.242,0.717,0.369,1.717,349.704,5.464
10:26:27,0,0,0,0,0,0,0,0,1.0,1.0,365.944,50.656,40.248,46.135,45.756,40.62,36.371,29.499,28.541,28.452,0.23,0.72,0.334,1.822,349.767,5.854
10:26:28,0,0,0,0,0,0,0,0,1.0,1.0,366.013,50.698,40.226,46.135,45.756,40.62,36.392,29.499,28.562,28.41,0.116,0.721,0.364,1.898,349.588,5.854
10:26:29,0,0,0,0,0,0,0,0,1.0,1.0,366.082,50.677,40.248,46.093,45.714,40.599,36.434,29.52,28.541,28.431,0.249,0.722,0.314,1.819,349.956,5.455
10:26:30,0,0,0,0,0,0,0,0,1.0,1.0,365.967,50.656,40.205,46.114,45.714,40.62,36.413,29.478,28.541,28.431,0.264,0.723,0.302,1.816,350.458,4.878
10:26:31,0,0,0,0,0,0,0,0,1.0,1.0,366.059,50.698,40.248,46.135,45.714,40.62,36.434,29.499,28.562,28.452,0.264,0.727,0.327,1.867,350.647,5.474
10:26:32,0,0,0,0,0,0,0,0,1.0,1.0,366.106,50.698,40.226,46.093,45.714,40.62,36.455,29.499,28.52,28.431,0.413,0.729,0.3,1.953,350.171,5.854
10:26:33,0,0,0,0,0,0,0,0,1.0,1.0,366.082,50.698,40.248,46.135,45.735,40.599,36.455,29.499,28.52,28.452,0.005,0.73,0.399,1.88,350.009,5.464
10:26:34,0,0,0,0,0,0,0,0,1.0,1.0,366.082,50.656,40.205,46.072,45.714,40.599,36.497,29.478,28.541,28.431,0.005,0.732,0.383,1.836,349.606,5.854
10:26:35,0,0,0,0,0,0,0,0,1.0,1.0,366.013,50.677,40.226,46.072,45.714,40.662,36.539,29.499,28.541,28.452,0.005,0.735,0.405,1.859,349.067,4.873
10:26:36,0,0,0,0,0,0,0,0,1.0,1.0,366.059,50.677,40.226,46.135,45.735,40.641,36.497,29.499,28.499,28.431,0.105,0.734,0.447,1.83,349.112,5.469
10:26:37,0,0,0,0,0,0,0,0,1.0,1.0,366.129,50.698,40.248,46.093,45.693,40.599,36.518,29.478,28.52,28.452,0.114,0.735,0.429,1.794,348.96,5.848
10:26:38,0,0,0,0,0,0,0,0,1.0,1.0,366.129,50.698,40.226,46.072,45.714,40.62,36.56,29.478,28.478,28.431,0.081,0.735,0.426,1.83,348.951,5.469
10:26:39,0,0,0,0,0,0,0,0,1.0,1.0,366.036,50.677,40.226,46.093,45.756,40.662,36.602,29.478,28.52,28.431,0.081,0.735,0.372,1.85,348.861,4.878
10:26:40,0,0,0,0,0,0,0,0,1.0,1.0,366.175,50.698,40.226,46.114,45.735,40.641,36.623,29.499,28.499,28.41,0.08,0.734,0.372,1.776,349.274,6.375
10:26:41,0,0,0,0,0,0,0,0,1.0,1.0,366.106,50.656,40.248,46.093,45.693,40.62,36.623,29.478,28.52,28.431,0.075,0.735,0.454,1.784,349.588,4.878
10:26:42,0,0,0,0,0,0,0,0,1.0,1.0,366.106,50.656,40.248,46.093,45.693,40.62,36.644,29.478,28.478,28.431,0.015,0.735,0.436,1.72,349.112,5.464
10:26:43,0,0,0,0,0,0,0,0,1.0,1.0,366.129,50.719,40.226,46.114,45.714,40.641,36.665,29.499,28.52,28.41,1.167,0.734,0.364,1.744,349.318,5.854
10:26:44,0,0,0,0,0,0,0,0,1.0,1.0,366.175,50.698,40.226,46.093,45.714,40.599,36.665,29.478,28.499,28.41,0.803,0.733,0.425,1.751,349.641,5.464
10:26:45,0,0,0,0,0,0,0,0,1.0,1.0,366.152,50.719,40.226,46.093,45.714,40.662,36.707,29.478,28.499,28.431,0.421,0.733,0.42,1.72,349.722,5.464
10:26:46,0,0,0,0,0,0,0,0,1.0,1.0,366.221,50.719,40.226,46.072,45.735,40.599,36.728,29.458,28.478,28.431,0.322,0.732,0.361,1.807,349.929,5.46
10:26:47,0,0,0,0,0,0,0,0,1.0,1.0,366.221,50.719,40.226,46.072,45.735,40.599,36.728,29.458,28.478,28.431,0.322,0.732,0.361,1.807,349.929,5.46
10:26:48,0,0,0,0,0,0,0,0,1.0,1.0,366.175,50.677,40.226,46.072,45.714,40.641,36.728,29.478,28.499,28.431,0.262,0.731,0.271,1.865,349.839,4.883
10:26:49,0,0,0,0,0,0,0,0,1.0,1.0,366.152,50.634,40.226,46.072,45.714,40.641,36.749,29.458,28.499,28.431,0.24,0.73,0.256,1.879,350.099,5.464
10:26:50,0,0,0,0,0,0,0,0,1.0,1.0,366.198,50.719,40.226,46.093,45.735,40.662,36.77,29.458,28.499,28.41,0.23,0.73,0.285,1.879,350.099,5.854
10:26:51,0,0,0,0,0,0,0,0,1.0,1.0,366.267,50.677,40.226,46.03,45.714,40.599,36.77,29.437,28.478,28.431,0.212,0.731,0.299,1.912,350.036,5.333
10:26:52,0,0,0,0,0,0,0,0,1.0,1.0,366.221,50.698,40.226,46.051,45.714,40.641,36.812,29.458,28.499,28.431,0.196,0.731,0.36,1.848,350.054,5.469
10:26:53,0,0,0,0,0,0,0,0,1.0,1.0,366.152,50.656,40.226,46.051,45.756,40.662,36.812,29.478,28.499,28.431,0.188,0.733,0.42,1.87,349.381,4.873
10:26:54,0,0,0,0,0,0,0,0,1.0,1.0,366.198,50.698,40.226,46.093,45.777,40.662,36.833,29.437,28.52,28.431,0.182,0.734,0.505,1.897,349.345,4.873
10:26:55,0,0,0,0,0,0,0,0,1.0,1.0,366.29,50.761,40.248,46.093,45.714,40.62,36.833,29.437,28.478,28.431,0.174,0.734,0.496,1.796,348.968,5.464
10:26:56,0,0,0,0,0,0,0,0,1.0,1.0,366.244,50.656,40.205,46.03,45.714,40.62,36.854,29.458,28.499,28.431,0.168,0.733,0.465,1.886,349.426,5.854
10:26:57,0,0,0,0,0,0,0,0,1.0,1.0,366.198,50.656,40.269,46.03,45.756,40.662,36.854,29.458,28.478,28.41,0.166,0.732,0.432,1.843,349.175,5.464
10:26:58,0,0,0,0,0,0,0,0,1.0,1.0,366.267,50.698,40.269,46.03,45.714,40.62,36.875,29.437,28.499,28.41,0.065,0.734,0.424,1.835,348.915,5.854
10:26:59,0,0,0,0,0,0,0,0,1.0,1.0,366.221,50.698,40.248,46.051,45.735,40.662,36.896,29.437,28.478,28.41,0.163,0.733,0.437,1.805,349.076,5.464
10:27:00,0,0,0,0,0,0,0,0,1.0,1.0,366.244,50.698,40.248,46.072,45.735,40.641,36.917,29.437,28.499,28.41,0.165,0.733,0.452,1.775,349.507,4.878
10:27:01,0,0,0,0,0,0,0,0,1.0,1.0,366.313,50.719,40.248,46.03,45.714,40.641,36.917,29.437,28.478,28.41,0.153,0.733,0.412,1.855,349.74,5.464
10:27:02,0,0,0,0,0,0,0,0,1.0,1.0,366.267,50.656,40.248,46.051,45.756,40.662,36.917,29.395,28.478,28.431,0.153,0.732,0.421,1.858,349.749,5.854
10:27:03,0,0,0,0,0,0,0,0,1.0,1.0,366.313,50.719,40.248,46.072,45.735,40.641,36.959,29.416,28.499,28.389,0.15,0.731,0.346,1.801,349.956,5.464
10:27:04,0,0,0,0,0,0,0,0,1.0,1.0,366.313,50.719,40.269,46.051,45.735,40.641,36.98,29.416,28.499,28.431,0.146,0.73,0.335,1.848,350.081,4.878
10:27:05,0,0,0,0,0,0,0,0,1.0,1.0,366.313,50.656,40.269,46.03,45.735,40.683,36.938,29.395,28.478,28.41,0.148,0.73,0.295,1.945,350.18,5.464
10:27:06,0,0,0,0,0,0,0,0,1.0,1.0,366.29,50.677,40.248,46.03,45.756,40.683,36.959,29.416,28.499,28.431,0.121,0.732,0.314,1.989,349.758,5.854
10:27:07,0,0,0,0,0,0,0,0,1.0,1.0,366.359,50.74,40.311,46.051,45.735,40.62,37.001,29.416,28.499,28.389,0.015,0.732,0.441,1.919,349.462,5.333
10:27:08,0,0,0,0,0,0,0,0,1.0,1.0,366.336,50.698,40.269,46.009,45.714,40.662,37.022,29.416,28.478,28.431,0.28,0.731,0.439,1.983,349.121,5.469
10:27:09,0,0,0,0,0,0,0,0,1.0,1.0,366.359,50.719,40.248,46.03,45.693,40.641,37.043,29.416,28.499,28.41,0.237,0.732,0.367,1.972,348.798,5.854
10:27:10,0,0,0,0,0,0,0,0,1.0,1.0,366.359,50.698,40.269,46.009,45.714,40.662,37.064,29.395,28.499,28.41,0.227,0.733,0.366,2.002,348.968,5.46
10:27:11,0,0,0,0,0,0,0,0,1.0,1.0,366.406,50.74,40.29,46.03,45.735,40.705,37.064,29.416,28.478,28.41,0.211,0.733,0.405,2.0,349.013,4.798
10:27:12,0,0,0,0,0,0,0,0,1.0,1.0,366.429,50.761,40.29,46.03,45.735,40.641,37.085,29.395,28.499,28.41,0.202,0.734,0.415,2.009,349.202,5.46
10:27:13,0,0,0,0,0,0,0,0,1.0,1.0,366.336,50.677,40.269,46.009,45.735,40.683,37.064,29.416,28.499,28.389,0.197,0.734,0.374,1.967,349.318,5.848
10:27:14,0,0,0,0,0,0,0,0,1.0,1.0,366.313,50.677,40.248,46.03,45.735,40.705,37.064,29.375,28.478,28.41,0.188,0.735,0.338,2.007,349.211,5.464
10:27:15,0,0,0,0,0,0,0,0,1.0,1.0,366.359,50.761,40.311,46.051,45.735,40.641,37.085,29.395,28.499,28.389,0.182,0.735,0.473,1.955,349.659,4.873
10:27:16,0,0,0,0,0,0,0,0,1.0,1.0,366.475,50.698,40.29,45.967,45.735,40.641,37.127,29.375,28.478,28.41,0.114,0.736,0.479,1.995,349.615,5.464
10:27:17,0,0,0,0,0,0,0,0,1.0,1.0,366.336,50.698,40.269,46.03,45.756,40.683,37.127,29.395,28.478,28.41,0.282,0.736,0.382,1.981,349.713,5.854
10:27:18,0,0,0,0,0,0,0,0,1.0,1.0,366.359,50.719,40.248,46.03,45.756,40.683,37.127,29.395,28.499,28.389,0.258,0.736,0.341,2.014,349.875,5.854
10:27:19,0,0,0,0,0,0,0,0,1.0,1.0,366.452,50.74,40.29,46.009,45.714,40.641,37.169,29.395,28.478,28.41,0.238,0.737,0.294,2.078,349.956,5.464
10:27:20,0,0,0,0,0,0,0,0,1.0,1.0,366.452,50.698,40.29,45.988,45.714,40.641,37.148,29.375,28.478,28.389,0.209,0.737,0.311,2.078,350.054,5.854
10:27:21,0,0,0,0,0,0,0,0,1.0,1.0,366.382,50.698,40.269,46.03,45.777,40.705,37.148,29.375,28.499,28.389,0.193,0.738,0.322,2.097,350.216,5.464
10:27:22,0,0,0,0,0,0,0,0,1.0,1.0,366.452,50.783,40.269,46.009,45.756,40.683,37.19,29.395,28.499,28.389,0.188,0.74,0.287,2.072,350.108,4.883
10:27:23,0,0,0,0,0,0,0,0,1.0,1.0,366.429,50.698,40.248,45.988,45.735,40.641,37.19,29.375,28.478,28.41,0.178,0.743,0.319,2.083,350.306,5.329
10:27:24,0,0,0,0,0,0,0,0,1.0,1.0,366.475,50.677,40.29,45.988,45.756,40.683,37.169,29.375,28.478,28.389,0.17,0.744,0.445,2.094,350.126,5.469
10:27:25,0,0,0,0,0,0,0,0,1.0,1.0,366.475,50.677,40.29,45.967,45.735,40.662,37.211,29.395,28.478,28.389,0.133,0.745,0.411,2.109,349.713,5.854
10:27:26,0,0,0,0,0,0,0,0,1.0,1.0,366.452,50.719,40.269,46.009,45.735,40.662,37.253,29.395,28.499,28.389,0.122,0.745,0.451,2.107,349.256,5.464
10:27:27,0,0,0,0,0,0,0,0,1.0,1.0,366.521,50.74,40.29,46.03,45.756,40.662,37.232,29.375,28.478,28.41,0.229,0.744,0.5,2.069,349.336,4.878
10:27:28,0,0,0,0,0,0,0,0,1.0,1.0,366.521,50.698,40.29,45.967,45.735,40.62,37.232,29.375,28.499,28.41,0.219,0.742,0.491,1.985,348.852,6.375
10:27:29,0,0,0,0,0,0,0,0,1.0,1.0,366.429,50.677,40.269,45.988,45.756,40.683,37.274,29.395,28.478,28.389,0.208,0.743,0.464,1.963,348.744,4.873
10:27:30,0,0,0,0,0,0,0,0,1.0,1.0,366.475,50.719,40.269,46.03,45.756,40.662,37.274,29.354,28.478,28.389,0.194,0.744,0.433,2.03,348.986,5.469
10:27:31,0,0,0,0,0,0,0,0,1.0,1.0,366.567,50.761,40.311,46.009,45.735,40.662,37.274,29.395,28.457,28.389,0.178,0.745,0.463,2.01,348.816,5.854
10:27:32,0,0,0,0,0,0,0,0,1.0,1.0,366.567,50.719,40.29,45.967,45.714,40.641,37.295,29.354,28.478,28.389,0.176,0.745,0.423,2.068,348.968,5.464
10:27:33,0,0,0,0,0,0,0,0,1.0,1.0,366.475,50.698,40.29,45.988,45.777,40.683,37.274,29.375,28.457,28.368,0.053,0.745,0.337,2.007,348.771,4.878
10:27:34,0,0,0,0,0,0,0,0,1.0,1.0,366.613,50.761,40.311,45.988,45.735,40.641,37.295,29.375,28.499,28.368,0.035,0.747,0.374,2.06,348.915,5.455
10:27:35,0,0,0,0,0,0,0,0,1.0,1.0,366.544,50.677,40.311,45.946,45.735,40.662,37.316,29.354,28.457,28.389,0.269,0.746,0.37,2.041,348.645,5.854
10:27:36,0,0,0,0,0,0,0,0,1.0,1.0,366.521,50.719,40.29,45.988,45.735,40.662,37.337,29.354,28.457,28.368,0.227,0.747,0.347,2.057,348.843,5.469
10:27:37,0,0,0,0,0,0,0,0,1.0,1.0,366.59,50.719,40.311,45.988,45.735,40.683,37.295,29.354,28.436,28.368,0.196,0.748,0.264,2.093,348.753,5.859
10:27:38,0,0,0,0,0,0,0,0,1.0,1.0,366.567,50.74,40.29,45.988,45.777,40.662,37.316,29.333,28.415,28.368,0.18,0.748,0.285,2.141,348.87,5.333
10:27:39,0,0,0,0,0,0,0,0,1.0,1.0,366.613,50.719,40.29,45.967,45.735,40.662,37.358,29.333,28.436,28.347,0.173,0.749,0.297,2.071,348.995,5.469
10:27:40,0,0,0,0,0,0,0,0,1.0,1.0,366.521,50.677,40.29,45.967,45.756,40.662,37.358,29.333,28.415,28.347,0.166,0.749,0.284,2.141,349.004,4.873
10:27:41,0,0,0,0,0,0,0,0,1.0,1.0,366.544,50.698,40.29,46.009,45.756,40.683,37.337,29.312,28.415,28.347,0.158,0.75,0.28,2.147,349.22,5.464
10:27:42,0,0,0,0,0,0,0,0,1.0,1.0,366.683,50.761,40.311,45.988,45.735,40.641,37.379,29.312,28.415,28.347,0.153,0.752,0.312,2.205,349.283,5.464
10:27:43,0,0,0,0,0,0,0,0,1.0,1.0,366.567,50.698,40.269,45.988,45.756,40.705,37.358,29.312,28.415,28.347,0.152,0.752,0.326,2.222,349.911,5.854
10:27:44,0,0,0,0,0,0,0,0,1.0,1.0,366.659,50.761,40.311,45.988,45.777,40.662,37.379,29.312,28.415,28.347,0.149,0.754,0.29,2.217,349.83,5.464
10:27:45,0,0,0,0,0,0,0,0,1.0,1.0,366.659,50.761,40.269,45.946,45.735,40.662,37.358,29.292,28.394,28.347,0.147,0.755,0.277,2.18,349.884,5.854
10:27:46,0,0,0,0,0,0,0,0,1.0,1.0,366.613,50.74,40.29,45.988,45.777,40.683,37.358,29.312,28.415,28.347,0.068,0.757,0.269,2.241,349.893,5.464
10:27:47,0,0,0,0,0,0,0,0,1.0,1.0,366.636,50.761,40.269,45.988,45.756,40.662,37.379,29.292,28.415,28.347,0.189,0.758,0.296,2.312,350.395,5.854
10:27:48,0,0,0,0,0,0,0,0,1.0,1.0,366.706,50.74,40.29,45.925,45.756,40.683,37.379,29.312,28.394,28.347,0.351,0.759,0.358,2.348,350.611,5.464
10:27:49,0,0,0,0,0,0,0,0,1.0,1.0,366.683,50.74,40.29,45.946,45.735,40.662,37.358,29.312,28.415,28.347,0.289,0.761,0.332,2.266,350.171,4.878
10:27:50,0,0,0,0,0,0,0,0,1.0,1.0,366.683,50.761,40.29,45.967,45.777,40.662,37.379,29.312,28.394,28.347,0.252,0.766,0.302,2.278,349.794,5.464
10:27:51,0,0,0,0,0,0,0,0,1.0,1.0,366.683,50.698,40.29,45.967,45.756,40.683,37.379,29.312,28.415,28.347,0.233,0.769,0.416,2.163,349.579,5.854
10:27:52,0,0,0,0,0,0,0,0,1.0,1.0,366.683,50.719,40.29,45.967,45.756,40.662,37.379,29.292,28.394,28.347,0.215,0.77,0.44,2.14,349.749,5.464
10:27:53,0,0,0,0,0,0,0,0,1.0,1.0,366.752,50.783,40.311,45.946,45.735,40.641,37.379,29.312,28.415,28.347,0.197,0.771,0.425,2.197,349.318,4.878
10:27:54,0,0,0,0,0,0,0,0,1.0,1.0,366.729,50.783,40.311,45.967,45.735,40.641,37.4,29.312,28.415,28.347,0.188,0.771,0.46,2.153,349.677,6.222
10:27:55,0,0,0,0,0,0,0,0,1.0,1.0,366.752,50.761,40.29,45.988,45.777,40.705,37.379,29.312,28.394,28.347,0.182,0.771,0.419,2.072,349.507,5.469
